fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
0.5,right,1,0.583,0,0,0,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.45,left,0,0.3458,0,1,1,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.8,left,1,0.4735,0,2,2,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.4,left,1,0.6676,0,3,3,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1.05,left,1,0.4678,0,4,4,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.55,left,0,0.4468,0,5,5,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1.3,left,1,0.4671,0,6,6,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1,right,1,0.4955,0,7,7,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.65,left,1,0.6337,0,8,8,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1.25,right,1,0.6172,0,9,9,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.85,right,1,0.6678,0,10,10,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.55,right,1,0.4168,0,11,11,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.6,left,1,0.5177,0,12,12,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.9,left,1,0.6694,0,13,13,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.4,left,0,0.5342,0,14,14,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.45,right,1,0.5092,0,15,15,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.45,left,1,0.4233,0,16,16,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1.55,right,1,0.5846,0,17,17,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1.1,left,1,0.613,0,18,18,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.85,left,1,0.4674,0,19,19,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1.3,right,1,0.4503,0,20,20,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
0.7,left,1,0.487,0,21,21,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1.25,right,1,0.4976,0,22,22,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
1.05,left,1,0.5345,0,23,23,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-02-03_13h36.58.555,ANT,2021.2.3,Win32,59.89099838
