keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,2.8015,,,,,,,,1.3015,,0,0,0,2,1,1.5,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,,,,,
c,1,2.6132,,,,,,,,1.1132,,0,1,1,6,1,1.5,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,,,,,
v,1,2.4365,,,,,,,,1.1365,space,0,2,2,8,1,1.3,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,4.4641,,,,,,,,,,,
b,1,2.7873,,,,,,,,1.4873,,0,3,3,1,1,1.3,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,,,,,
v,1,1.9634,,,,,,,,0.8634,,0,4,4,5,1,1.1,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,,,,,
v,0,2.2607,,,,,,,,0.9607,,0,5,5,3,1,1.3,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,,,,,
c,0,3.0979,,,,,,,,1.9979,,0,6,6,7,1,1.1,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,,,,,
c,1,2.3507,,,,,,,,1.2507,space,0,7,7,0,1,1.1,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,4.5853,,,,,,,,,,,
c,0,3.0529,,,,,,,,1.5529,,0,8,8,4,1,1.5,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,,,,,
v,1,3.7135,,,,,,,,2.2135,,,,,,,1.5,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,0.041666681,-0.261111179,1,0,0,0,0,0,2,1
c,0,2.0746,,,,,,,,0.9746,,,,,,,1.1,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,0,1,1,7,1
b,0,3.1421,,,,,,,,2.0421,,,,,,,1.1,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,0,2,2,0,1
v,1,2.588,,,,,,,,1.288,,,,,,,1.3,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,0,3,3,8,1
c,1,2.2699,,,,,,,,0.9699,,,,,,,1.3,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,0,4,4,3,1
c,1,2.3233,,,,,,,,0.8233,,,,,,,1.5,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,0,5,5,6,1
b,1,2.9569,,,,,,,,1.6569,,,,,,,1.3,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,0,6,6,1,1
v,1,1.6843,,,,,,,,0.5843,,,,,,,1.1,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,0,7,7,5,1
b,1,2.4059,,,,,,,,0.9059,,,,,,,1.5,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,0,8,8,4,1
b,1,1.6765,,,,,,,,0.5765,,,,,,,1.1,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,0,9,7,1
v,1,2.0724,,,,,,,,0.7724,,,,,,,1.3,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,1,10,8,1
c,1,2.0914,,,,,,,,0.9914,,,,,,,1.1,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,2,11,0,1
b,1,3.1602,,,,,,,,1.6602,,,,,,,1.5,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,3,12,4,1
c,1,2.4042,,,,,,,,0.9042,,,,,,,1.5,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,4,13,6,1
v,1,1.6085,,,,,,,,0.5085,,,,,,,1.1,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,5,14,5,1
v,1,1.9397,,,,,,,,0.4397,,,,,,,1.5,images/target_square.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,6,15,2,1
b,1,1.9456,,,,,,,,0.6456,,,,,,,1.3,images/target_plus.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,7,16,1,1
c,1,2.057,,,,,,,,0.757,,,,,,,1.3,images/target_cross.jpg,L,001,2022-02-15_20h43.33.765,choiceRTT,2021.2.3,Win32,60.32818533,,,,,,,,1,8,17,3,1
