keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,0.251909756,-0.244444467,1,0,0,6.9374,plus_button,1,5.8374,space,2.8227,0,0,0,7,1,1.1,images/target_plus.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,0.009548638,-0.257638911,1,0,0,2.5187,square_button,1,1.4187,space,0.9914,0,1,1,5,1,1.1,images/target_square.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,0.009548638,-0.257638911,1,0,0,2.2037,square_button,1,0.7037,space,0.8717,0,2,2,2,1,1.5,images/target_square.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,-0.232118036,-0.262500023,1,0,0,2.8197,cross_button,0,1.5197,space,2.2676,0,3,3,1,1,1.3,images/target_plus.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,-0.235590216,-0.268055578,1,0,0,2.8594,cross_button,1,1.3594,space,1.5838,0,4,4,6,1,1.5,images/target_cross.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,-0.231423549,-0.270833356,1,0,0,2.4589,cross_button,0,0.9589,space,1.4302,0,5,5,4,1,1.5,images/target_plus.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,-0.24045137,-0.2465278,1,0,0,2.1847,cross_button,1,1.0847,space,1.879,0,6,6,0,1,1.1,images/target_cross.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,-0.001562474,-0.257638911,1,0,0,2.2805,square_button,1,0.9805,space,19.9358,0,7,7,8,1,1.3,images/target_square.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,-0.297662162,-0.290407117,1,0,0,2.3535,cross_button,1,1.0535,space,1.114,0,8,8,3,1,1.3,images/target_cross.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,,,,,
,0,0.036074195,-0.271866255,1,0,0,2.3636,square_button,1,1.0636,,,,,,,,1.3,images/target_square.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,0.010278145,-0.255743674,1,0,0,0,0,0,8,1
,0,-0.250906869,-0.306529649,1,0,0,2.7382,plus_button,1,1.2382,,,,,,,,1.5,images/target_plus.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,0,1,1,4,1
,0,-0.287182565,-0.302499016,1,0,0,2.5971,cross_button,1,1.0971,,,,,,,,1.5,images/target_cross.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,0,2,2,6,1
,0,0.321443007,-0.285570358,1,0,0,2.4819,plus_button,1,1.1819,,,,,,,,1.3,images/target_plus.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,0,3,3,1,1
,0,-0.27670292,-0.264611116,1,0,0,2.3803,cross_button,1,1.2803,,,,,,,,1.1,images/target_cross.jpg,dcd,001,2022-03-25_22h09.33.990,choiceRTT,2021.2.3,Win32,74.58790184,,,,,,,0,4,4,0,1
